siblings,height07,height16,height33,gwage33,momed,daded,LogWage33,female
3,47.992119,66.535416,67.322838,3.025641,11.5,9.5,1.107123,0
4,49.999981,68.897636,72.440948,10.347907,11.5,11.5,2.3367844,0
,47.992119,,63.385826,3.8800001,,,1.3558352,1
4,50.984219,69.68502,71.259842,5.8974357,10.5,9.5,1.7745177,0
5,50.984219,67.3228,72.440948,6,9.5,8.5,1.7917595,0
3,47.992119,,69.685036,6.7199998,,,1.9050881,0
3,47.992119,69.291313,72.047241,15,11.5,11.5,2.7080503,0
3,49.999981,66.535416,66.535431,6.1714287,9.5,9.5,1.8199303,1
4,47.992119,64.173195,66.535431,4.7368422,9.5,9.5,1.5553707,0
2,,67.716507,68.110237,5.7692308,10.5,11.5,1.7525388,0
6,49.999981,67.716507,69.291336,7.5,10.5,13.5,2.0149031,0
3,49.015743,70.866112,73.622047,7.1428571,10.5,9.5,1.9661129,0
4,47.992119,68.110222,69.291336,5.75,9.5,9.5,1.7491999,0
5,,65.747993,67.322838,4.9250002,10.5,11.5,1.5943244,0
,44.999985,61.811012,72.047241,6.4864864,10.5,9.5,1.8697211,0
4,,,70.078743,4.810811,10.5,10.5,1.5708656,0
7,50.984219,68.897636,70.472443,9.189189,9.5,11.5,2.2180276,1
,49.015743,,70.472443,8.8000002,,,2.1747518,0
3,47.007847,62.992104,69.291336,9.1428576,9.5,9.5,2.2129729,0
5,44.999985,65.354324,68.503937,4.8936172,9.5,9.5,1.5879318,0
4,49.015743,67.3228,67.322838,11.84,,,2.4714837,0
3,52.007839,66.141708,66.929131,10.611428,9.5,11.5,2.3619316,1
,,70.866112,70.866142,6.0714288,,,1.803594,0
3,45.984222,,61.023621,3.3,10.5,10.5,1.1939224,1
2,49.999981,69.291313,71.653542,11.25,9.5,9.5,2.4203682,0
4,,,64.566933,10.56,9.5,9.5,2.3570733,1
5,49.999981,68.897636,70.472443,2.875,10.5,10.5,1.0560527,1
4,47.992119,66.141708,67.716537,13.333333,10.5,10.5,2.5902672,0
6,47.992119,68.110222,69.291336,6.7567568,9.5,9.5,1.910543,0
3,44.999985,64.173195,66.141731,5.1282053,9.5,9.5,1.6347557,0
3,52.007839,70.078728,72.047241,6.8029094,11.5,9.5,1.9173504,0
3,44.999985,,61.023621,4.6153846,,,1.5293952,1
4,47.007847,61.023594,62.204723,10.104,11.5,10.5,2.3129313,1
3,49.999981,65.354324,67.322838,4.5090909,11.5,10.5,1.5060955,1
10,45.984222,,62.992126,7.499445,,,2.0148289,1
8,49.015743,70.078728,70.866142,4.4444447,13.5,11.5,1.4916549,0
5,44.015713,,66.535431,4.3421054,,,1.4683594,0
,49.015743,65.354324,70.078743,4.75,10.5,9.5,1.5581446,0
4,47.007847,65.354324,67.716537,6.3076925,9.5,9.5,1.8417699,0
3,47.007847,,68.110237,6.7272725,,,1.9061698,0
5,49.999981,67.716507,68.897636,5.5897436,9.5,9.5,1.7209334,0
4,47.007847,64.173195,68.897636,5.1111112,10.5,9.5,1.6314168,0
7,44.999985,,68.897636,7.1999998,,,1.974081,0
9,,64.566902,66.535431,7.3076925,10.5,10.5,1.9889276,1
5,47.992119,65.747993,68.503937,4.4102564,9.5,9.5,1.4839329,0
4,,,72.047241,6.6181817,,,1.8898207,0
5,44.015713,62.20472,64.960632,6.6486487,10.5,10.5,1.8944136,0
,49.999981,64.173195,64.173225,3.8205128,10.5,9.5,1.3403846,1
,49.999981,,66.141731,3.5,,,1.2527629,1
5,44.999985,60.629921,68.110237,7.4615383,10.5,10.5,2.0097616,0
8,47.007847,63.385815,70.078743,5.681818,9.5,9.5,1.7372713,0
2,45.984222,66.535416,66.929131,2.7272727,9.5,8.5,1.0033021,0
3,49.999981,,68.897636,10.705882,,,2.3707933,0
3,49.999981,70.866112,72.440948,8.1599998,9.5,9.5,2.0992441,0
4,,,71.653542,8.7567568,15,17,2.1698256,0
11,49.015743,70.472443,74.803146,5.0476189,9.5,9.5,1.6189166,0
3,45.984222,60.23621,61.811024,3.9437838,11.5,9.5,1.3721406,1
3,52.755875,72.44091,75.196854,15.36,10.5,10.5,2.7317667,0
3,49.999981,68.110222,69.685036,9,11.5,9.5,2.1972246,0
2,49.999981,62.992104,63.385826,74.454544,9.5,9.5,4.3101888,1
4,,71.653534,72.440948,5.9210525,9.5,10.5,1.7785143,0
4,44.999985,63.385815,64.960632,5.75,9.5,9.5,1.7491999,0
9,44.999985,59.842499,61.811024,2.8684211,10.5,9.5,1.0537617,1
3,44.015713,60.629921,63.385826,8.9189186,10.5,9.5,2.1881747,0
,49.999981,68.110222,69.685036,8.521739,9.5,9.5,2.1426203,0
4,44.999985,63.385815,65.354332,5.875,8.5,9.5,1.7707061,0
2,47.992119,66.929123,70.472443,5.090909,9.5,9.5,1.6274564,0
,44.999985,66.141708,70.078743,6.9210525,9.5,9.5,1.9345678,0
9,,65.747993,68.897636,6.5384617,9.5,9.5,1.8777019,0
,,66.929123,69.685036,3.2564104,,,1.1806254,0
3,49.015743,70.078728,72.047241,9,10.5,9.5,2.1972246,0
4,47.992119,69.291313,72.047241,6.2162161,9.5,9.5,1.8271614,0
3,47.007847,64.566902,64.566933,105.6,10.5,9.5,4.6596584,1
5,47.992119,,66.535431,2.675,,,.98394936,1
4,47.007847,65.354324,67.716537,5.5555553,10.5,10.5,1.7147983,0
2,,,63.779526,5.6240001,10.5,11.5,1.7270432,1
2,50.984219,60.629921,61.417324,9.5,9.5,9.5,2.2512918,1
4,49.999981,,72.834648,15,,,2.7080503,0
4,39.999992,68.503929,71.259842,4.5833335,9.5,9.5,1.5224266,0
3,49.999981,70.866112,72.440948,9.594595,9.5,9.5,2.2612,0
4,47.007847,,67.322838,6.0869565,,,1.8061482,0
3,,,66.141731,3.4000001,10.5,9.5,1.2237755,0
4,49.999981,70.866112,72.047241,7.8947368,9.5,9.5,2.0661962,0
3,49.015743,71.653534,72.834648,7.5555553,,,2.0222831,0
3,49.999981,72.047241,72.834648,5.5005407,11.5,10.5,1.7048464,0
4,45.984222,,66.929131,10.571428,9.5,9.5,2.358155,0
2,52.007839,72.047241,75.196854,10.666667,9.5,,2.3671236,0
3,49.015743,68.110222,69.685036,10,9.5,11.5,2.3025851,0
4,47.992119,64.566902,65.748032,5.3000002,9.5,9.5,1.6677068,0
4,47.992119,,73.228348,8.8888893,,,2.1848021,0
3,49.015743,63.385815,64.566933,4.6666665,9.5,9.5,1.540445,1
3,47.992119,68.897636,71.259842,4.8205128,10.5,10.5,1.5728803,0
4,49.999981,66.535416,68.503937,8.8571424,10.5,9.5,2.1812241,0
4,49.015743,70.078728,70.472443,6.9047618,9.5,9.5,1.9322113,0
4,52.992115,68.110222,71.653542,7.4489794,10.5,11.5,2.0080771,0
4,,62.992104,66.141731,6.7105265,,,1.9036775,0
3,49.015743,69.291313,70.472443,6.8000002,9.5,9.5,1.9169227,0
,47.992119,67.716507,68.503937,4.1666665,10.5,9.5,1.4271163,0
6,45.984222,65.747993,68.110237,7.4331431,11.5,11.5,2.0059488,0
3,49.015743,64.960617,66.141731,7.5,11.5,10.5,2.0149031,0
3,47.007847,64.173195,70.866142,5.5999999,15,12.5,1.7227666,0
,47.992119,61.023594,61.811024,7.3684211,,,1.9972035,1
,50.984219,,68.897636,11.538462,,,2.4456859,0
4,49.015743,,69.291336,9.9804878,,,2.300632,0
,47.992119,,68.110237,6.5595236,,,1.880918,0
4,47.007847,63.779522,63.779526,6.8902702,9.5,9.5,1.9301103,1
,47.992119,68.503929,70.078743,10.222222,11.5,11.5,2.324564,0
6,47.007847,57.873989,61.023621,4.6923075,10.5,10.5,1.5459244,1
6,45.984222,66.929123,68.503937,8.4290915,9.5,9.5,2.1316891,0
7,49.015743,,74.015747,5.1020408,10.5,9.5,1.6296406,0
4,,61.811012,62.992126,8.5714283,10.5,17,2.1484344,1
4,,65.354324,72.047241,5.1282053,9.5,9.5,1.6347557,0
2,45.984222,66.929123,68.110237,5.6410255,9.5,9.5,1.7300659,0
4,,,64.566933,16,,,2.7725887,1
8,49.999981,64.566902,65.748032,9.7297297,10.5,10.5,2.2751861,1
3,,,68.110237,4.7249999,,,1.5528675,0
5,,,68.503937,5.2894735,10.5,9.5,1.6657187,0
3,,66.535416,69.685036,16.444445,11.5,13.5,2.7999878,0
7,47.007847,66.535416,69.685036,9.7222223,,,2.2744143,0
5,47.992119,63.385815,64.566933,7.5938463,11.5,10.5,2.0273383,1
4,49.015743,68.503929,70.866142,7.6363635,11.5,9.5,2.0329216,0
,50.984219,71.259819,72.440948,8.8887272,9.5,13.5,2.1847839,0
6,47.007847,64.960617,64.960632,6.2162161,9.5,9.5,1.8271614,0
5,45.984222,66.141708,72.440948,11.027027,17,13.5,2.4003494,0
5,44.999985,64.173195,67.322838,6.75,10.5,10.5,1.9095426,0
3,47.007847,66.141708,69.291336,5.5555553,,,1.7147983,0
3,52.007839,72.44091,74.409447,10.666667,9.5,9.5,2.3671236,0
9,47.007847,68.897636,70.866142,5.5555553,11.5,11.5,1.7147983,0
3,47.007847,62.992104,63.779526,9.375,12.5,12.5,2.2380466,1
6,49.015743,,68.897636,8.333333,10.5,9.5,2.1202636,0
4,50.984219,65.747993,66.535431,9.8421049,13.5,13.5,2.2866695,1
,44.999985,64.173195,68.110237,5.2800002,,,1.6639261,0
3,49.015743,,69.685036,3.3333333,,,1.2039728,0
4,49.015743,,71.259842,4.8000002,,,1.5686159,0
,,60.23621,61.023621,7.8239999,9.5,,2.0571959,1
5,52.007839,67.716507,70.472443,14.166667,11.5,9.5,2.6508918,1
5,47.007847,61.417301,62.992126,6.6263413,,,1.8910528,1
3,47.992119,68.897636,72.440948,8.9285717,9.5,10.5,2.1892564,0
4,47.992119,,68.110237,2.6040001,,,.95704877,0
3,47.007847,,64.566933,9.5238094,,,2.2537949,1
3,45.984222,58.661407,68.897636,8.3783779,9.5,9.5,2.1256542,0
2,49.999981,68.897636,72.834648,5.2564101,9.5,9.5,1.6594483,0
4,47.992119,70.866112,70.866142,5.4545455,9.5,,1.6964493,0
2,49.999981,,74.803146,8.5526314,,,2.146239,0
,47.992119,63.385815,64.960632,12.972973,,,2.5628681,1
8,49.015743,68.897636,73.622047,6.8172975,10.5,10.5,1.9194632,0
5,49.015743,67.3228,70.078743,7.5,9.5,9.5,2.0149031,0
,47.007847,,72.440948,5.6756759,,,1.7361896,0
4,,,72.047241,6.0320001,,,1.7970786,0
5,44.999985,,62.204723,4,10.5,10.5,1.3862944,1
6,44.015713,58.661407,68.897636,3.9189188,,,1.3658158,0
4,50.984219,66.535416,68.897636,7.6666665,9.5,9.5,2.0368819,0
2,,62.992104,70.078743,7.7777777,11.5,,2.0512707,0
6,50.984219,,74.015747,3.625,,,1.2878543,0
,49.015743,71.653534,72.047241,6.1351352,9.5,9.5,1.8140321,0
,,67.716507,68.897636,6.3157897,,,1.8430527,0
6,,68.503929,70.866142,4.5,9.5,9.5,1.5040774,0
9,42.992088,64.566902,68.110237,7.8378377,,,2.0589631,0
,49.015743,62.598392,63.385826,8.75,9.5,9.5,2.1690538,1
,47.992119,64.960617,67.322838,8.1500006,9.5,11.5,2.0980179,0
4,44.999985,,69.685036,8.9285717,9.5,9.5,2.1892564,0
5,52.992115,70.866112,73.622047,6.4102564,10.5,10.5,1.8578993,0
4,44.999985,62.20472,70.078743,7.3684211,10.5,9.5,1.9972035,0
4,49.015743,67.3228,69.291336,7.0454545,,,1.9523827,0
,45.984222,65.747993,67.322838,7.5,11.5,9.5,2.0149031,0
3,49.015743,,68.110237,6.4864864,,,1.8697211,1
5,49.015743,70.078728,71.653542,4.4444447,,,1.4916549,0
5,49.015743,66.929123,68.503937,5.8333335,9.5,9.5,1.7635887,0
3,47.007847,66.141708,66.929131,5.2740002,9.5,9.5,1.6627891,0
,,62.992104,64.960632,5.7297297,,9.5,1.7456683,0
3,47.992119,67.3228,71.653542,6.25,9.5,10.5,1.8325815,0
4,47.007847,,69.291336,4.5454545,,,1.5141277,0
4,,61.811012,62.992126,6.0810809,10.5,11.5,1.8051825,1
4,49.015743,70.866112,71.259842,12.5,10.5,9.5,2.5257287,0
3,49.015743,,66.141731,4.5945945,11.5,9.5,1.5248805,1
6,45.984222,,70.078743,6.0416665,,,1.7986798,0
,49.999981,62.992104,69.291336,11.019428,19,17,2.3996599,0
12,,,68.110237,2.7368422,,,1.0068047,0
3,47.992119,62.598392,63.779526,6.4000001,,,1.856298,1
2,47.007847,61.811012,62.204723,6.25,9.5,9.5,1.8325815,1
6,47.992119,,72.047241,10.105263,11.5,10.5,2.3130565,0
3,47.992119,61.811012,62.992126,6.5928574,9.5,11.5,1.8859868,1
6,47.007847,,63.779526,6.7567568,,,1.910543,1
4,49.015743,64.960617,65.748032,6.0810809,,,1.8051825,1
6,42.992088,64.173195,65.354332,3.625,9.5,9.5,1.2878543,0
4,45.984222,65.354324,66.929131,5.1351352,9.5,8.5,1.6361061,0
4,49.015743,67.3228,72.047241,7.1664,10.5,9.5,1.9694034,0
4,47.007847,,63.779526,2.9605262,10.5,9.5,1.0853671,0
4,49.999981,69.291313,72.047241,65.789474,9.5,9.5,4.18646,0
6,45.984222,62.598392,68.897636,5.909091,11.5,,1.776492,0
2,,65.354324,68.503937,12,9.5,9.5,2.4849067,0
2,49.999981,70.866112,71.653542,5.6999998,9.5,9.5,1.7404661,0
5,44.015713,63.385815,67.716537,7.6190476,9.5,9.5,2.0306513,0
8,44.015713,57.086605,59.055119,3.4000001,10.5,9.5,1.2237755,1
3,45.984222,62.20472,68.110237,6.818182,10.5,12.5,1.9195929,0
4,50.984219,64.173195,68.897636,4.8648648,,,1.5820389,1
5,44.015713,61.023594,62.204723,3.3664863,11.5,,1.2138696,1
6,49.999981,,74.015747,7.6799998,,,2.0386195,0
7,49.999981,68.897636,68.897636,9.3999996,11.5,11.5,2.2407095,0
2,47.992119,,63.385826,6.3499999,,,1.8484548,1
3,49.999981,67.3228,69.685036,5.7567568,9.5,9.5,1.7503742,0
,,65.747993,68.503937,5.0769229,9.5,9.5,1.6247053,0
4,49.999981,64.173195,64.960632,4.4586668,9.5,9.5,1.4948498,1
3,52.992115,74.015717,76.771652,10.285714,,,2.3307559,0
3,49.999981,70.078728,71.653542,10.534055,9.5,9.5,2.3546133,0
4,47.992119,67.716507,70.866142,83.545944,9.5,9.5,4.4253969,0
2,49.999981,,67.322838,10.361143,,,2.3380625,1
4,,64.566902,68.897636,6.0512819,,,1.8002701,0
,50.984219,66.535416,69.291336,2.9473684,13.5,19,1.0809127,1
4,47.992119,,67.716537,6.6206899,10.5,9.5,1.8901995,0
3,47.992119,69.291313,70.078743,4.7619047,9.5,9.5,1.5606477,0
3,52.007839,63.385815,63.779526,6.25,10.5,11.5,1.8325815,1
,45.984222,61.417301,61.811024,6.1714287,,,1.8199303,1
5,47.007847,62.20472,63.779526,6.6769996,9.5,9.5,1.8986688,1
5,,,66.535431,3.7389474,,,1.3188041,1
5,47.992119,62.598392,69.291336,7.2105265,9.5,11.5,1.9755419,0
7,44.999985,59.842499,61.811024,3.6153846,9.5,9.5,1.2851982,1
3,47.992119,64.960617,66.141731,4.3589745,9.5,10.5,1.4722369,1
7,44.999985,62.20472,64.173225,4.1379309,9.5,9.5,1.4201958,0
5,47.992119,67.716507,72.047241,4.2666669,10.5,8.5,1.450833,0
5,50.984219,,69.291336,8.5526314,,,2.146239,1
10,,63.779522,68.110237,8,10.5,10.5,2.0794415,0
3,,66.141708,71.653542,12.72,11.5,9.5,2.5431757,0
3,49.015743,65.747993,66.141731,5.2777777,9.5,9.5,1.6635051,1
,49.015743,,71.653542,3.5476191,,,1.2662767,0
3,49.015743,68.897636,71.259842,15.833333,11.5,9.5,2.7621174,0
4,49.015743,70.078728,71.259842,5.6410255,10.5,9.5,1.7300659,0
2,47.007847,,68.503937,8,,,2.0794415,0
5,47.007847,,68.110237,6.25,10.5,,1.8325815,0
3,52.992115,72.834625,76.771652,8.5714283,10.5,12.5,2.1484344,0
3,50.984219,72.047241,72.834648,11.4,9.5,10.5,2.4336133,0
2,47.007847,62.992104,62.992126,6.4864864,9.5,9.5,1.8697211,1
4,44.999985,,58.661419,3.0512822,10.5,10.5,1.1155618,1
3,,67.3228,68.110237,9,11.5,11.5,2.1972246,1
2,50.984219,68.503929,73.228348,12.972973,10.5,11.5,2.5628681,0
7,47.007847,,62.204723,4.9166665,,,1.5926307,1
3,52.007839,,71.653542,6.8923073,9.5,9.5,1.9304059,0
5,47.992119,67.3228,67.716537,8.9473686,12.5,15,2.1913595,1
17,49.015743,,70.078743,7,6,11.5,1.9459101,0
3,49.015743,69.291313,72.834648,4.6315789,11.5,11.5,1.5328978,0
7,,,68.897636,11.338181,10.5,10.5,2.4281759,1
4,52.992115,66.929123,68.110237,7.3326321,9.5,9.5,1.9923345,1
4,45.984222,,66.141731,5.4054055,,,1.6873995,1
3,47.992119,64.960617,64.960632,13.057777,10.5,10.5,2.5693839,1
2,49.999981,,64.173225,7.2972975,,,1.9875041,1
3,45.984222,,69.685036,5.4605265,9.5,9.5,1.6975452,0
4,45.984222,62.992104,63.385826,8,9.5,9.5,2.0794415,1
4,49.015743,,70.078743,5.8378377,,,1.7643604,0
3,49.999981,64.173195,65.748032,6.8800001,10.5,10.5,1.9286187,1
1,49.015743,64.960617,66.535431,6.927568,11.5,9.5,1.9355088,1
5,49.015743,,68.503937,6,9.5,9.5,1.7917595,0
8,47.992119,,68.897636,8.8000002,9.5,13.5,2.1747518,0
8,47.992119,,67.716537,11.2,9.5,13.5,2.4159138,0
3,47.007847,66.929123,70.472443,8.75,9.5,9.5,2.1690538,0
3,49.999981,,72.834648,7.4594593,,,2.0094829,0
3,49.999981,68.503929,69.685036,17.142857,13.5,9.5,2.8415816,0
3,44.999985,61.023594,65.354332,4.6118917,10.5,9.5,1.5286381,0
5,45.984222,,67.322838,5.0302701,10.5,10.5,1.6154736,0
4,47.007847,62.992104,68.897636,5.8378377,10.5,11.5,1.7643604,0
3,,60.629921,68.503937,4.8947368,9.5,9.5,1.5881605,0
3,52.007839,70.866112,72.047241,7.1428571,17,15,1.9661129,0
4,45.984222,61.417301,62.204723,4.7999997,9.5,9.5,1.5686159,1
6,47.992119,64.960617,65.354332,3.0109091,10.5,11.5,1.1022421,1
3,52.007839,74.015717,74.015747,7.75,10.5,10.5,2.0476928,0
4,47.007847,62.598392,67.716537,9.6000004,9.5,12.5,2.2617631,0
6,44.999985,67.716507,70.078743,4.3200002,10.5,9.5,1.4632554,0
7,42.992088,,63.779526,3.3181818,,,1.199417,0
5,,65.747993,69.291336,6.9476919,10.5,9.5,1.9384094,0
5,50.984219,65.747993,70.472443,6.5504999,10.5,10.5,1.8795414,0
5,,70.078728,72.440948,6.1403508,9.5,9.5,1.8148819,0
4,49.015743,61.811012,64.173225,2.7941177,8.5,10.5,1.0275164,1
4,49.015743,68.503929,69.291336,8.4210529,11.5,11.5,2.1307349,0
3,49.999981,65.354324,66.141731,5.5578947,10.5,9.5,1.7152194,1
5,45.984222,61.811012,63.779526,9.3462858,12.5,10.5,2.2349789,1
4,47.992119,67.716507,70.078743,10.105263,10.5,10.5,2.3130565,0
3,50.984219,72.047241,74.803146,7.1999998,9.5,9.5,1.974081,0
3,49.015743,66.929123,68.503937,3.75,9.5,9.5,1.3217559,0
3,47.992119,68.503929,71.653542,14.222222,11.5,9.5,2.6548057,0
2,45.984222,,66.535431,3.627907,,,1.2886559,0
2,49.999981,69.68502,71.259842,7.6923075,9.5,9.5,2.0402207,0
,49.015743,,68.110237,6.4989476,,,1.8716402,0
4,45.984222,61.023594,61.811024,10.285714,10.5,9.5,2.3307559,1
3,52.007839,71.653534,72.440948,11.282051,9.5,9.5,2.423213,0
,,59.448792,60.236221,4.5833335,10.5,10.5,1.5224266,1
4,49.015743,68.897636,69.685036,4.375,9.5,8.5,1.4759065,0
6,45.984222,64.960617,66.141731,6.5,9.5,9.5,1.8718022,0
5,47.007847,68.897636,69.685036,13.043478,,,2.5682883,0
3,49.015743,66.929123,68.503937,5,9.5,8.5,1.6094379,0
2,44.999985,61.417301,61.811024,10.526316,10.5,10.5,2.3538783,1
4,47.992119,64.173195,64.173225,10.378378,15,11.5,2.3397245,1
8,47.007847,65.354324,67.322838,4.8888888,9.5,9.5,1.5869651,0
3,,66.141708,66.141731,4.8717947,9.5,10.5,1.5834624,1
3,47.992119,66.929123,70.078743,6.2307692,10.5,10.5,1.8294998,0
4,50.984219,72.834625,73.228348,6.2857141,12.5,9.5,1.8382795,0
5,49.999981,61.811012,62.992126,8.3999996,,,2.1282318,1
,,,67.322838,6.6666665,10.5,9.5,1.89712,0
6,47.007847,65.747993,70.078743,7.3548388,9.5,9.5,1.9953585,0
4,50.984219,65.747993,66.535431,4.9028573,10.5,10.5,1.5898181,1
,,62.20472,62.598427,3.2894738,9.5,9.5,1.1907276,1
,,63.779522,65.354332,7.5999999,10.5,9.5,2.0281482,0
5,,68.503929,69.291336,13.263158,10.5,19,2.58499,0
,47.007847,,72.440948,6.5789475,10.5,9.5,1.8838748,0
,,,66.535431,5.1282053,,,1.6347557,0
2,49.015743,67.716507,68.897636,8.75,9.5,10.5,2.1690538,0
4,,57.873989,64.566933,4.4791665,9.5,9.5,1.499437,0
4,42.992088,62.992104,63.385826,3.2820513,,,1.1884686,0
5,47.007847,67.716507,68.110237,6,10.5,9.5,1.7917595,0
5,47.992119,59.842499,68.897636,7.6595745,9.5,10.5,2.0359564,0
7,,66.929123,69.685036,4.2125001,9.5,9.5,1.4380563,0
6,47.007847,64.960617,67.716537,7.1698112,10.5,9.5,1.9698793,0
,49.999981,64.566902,66.141731,2.6500001,9.5,9.5,.97455966,1
3,47.007847,64.960617,68.503937,5.185185,9.5,9.5,1.6458055,0
2,,69.68502,71.653542,16.450001,9.5,9.5,2.8003256,0
,47.007847,59.842499,61.023621,5,9.5,10.5,1.6094379,1
3,49.999981,67.716507,70.078743,4.6511626,10.5,10.5,1.5371172,0
4,45.984222,67.716507,70.078743,13.142858,11.5,9.5,2.5758784,0
2,44.999985,65.747993,68.897636,5.5138459,9.5,9.5,1.7072624,0
5,45.984222,62.20472,68.503937,4.1666665,9.5,9.5,1.4271163,0
3,50.984219,62.598392,64.173225,5.8000002,19,19,1.7578579,1
,,,62.598427,7,,,1.9459101,
5,47.007847,61.811012,68.503937,8.8421049,10.5,9.5,2.1795249,0
4,52.007839,68.110222,70.472443,11.5,10.5,10.5,2.442347,0
3,49.999981,69.68502,71.653542,14.545455,9.5,9.5,2.6772785,0
4,47.992119,68.110222,70.866142,4.6153846,9.5,9.5,1.5293952,0
,49.015743,64.173195,71.259842,3.9024391,,,1.3616018,0
4,49.999981,70.866112,70.866142,6,9.5,9.5,1.7917595,0
6,47.007847,67.3228,68.897636,3.974359,9.5,9.5,1.3798635,0
3,49.015743,,70.866142,15.111111,11.5,11.5,2.7154303,0
8,44.999985,63.385815,65.748032,5.108108,9.5,9.5,1.6308291,0
3,47.992119,,62.204723,6.5,9.5,9.5,1.8718022,1
5,49.015743,64.173195,66.141731,3.6486487,,9.5,1.2943569,1
5,47.992119,67.3228,70.472443,11.055,9.5,11.5,2.4028828,0
,44.015713,61.811012,64.173225,8.0432434,9.5,9.5,2.0848324,0
6,47.992119,,64.173225,4.5,10.5,9.5,1.5040774,1
2,49.015743,70.472443,72.047241,11.2,9.5,9.5,2.4159138,0
3,49.999981,70.866112,71.259842,6.4000001,9.5,9.5,1.856298,0
4,49.015743,,71.259842,10.833333,9.5,10.5,2.3826277,0
5,45.984222,62.992104,64.566933,13.428572,10.5,12.5,2.5973847,1
,,69.291313,70.472443,4.6666665,,,1.540445,0
5,49.015743,,71.653542,4.680851,9.5,11.5,1.5434799,0
5,47.007847,63.385815,63.779526,6,9.5,9.5,1.7917595,1
2,47.992119,64.173195,69.291336,6.0750003,,,1.8041821,0
,,,62.598427,6.8979998,,,1.9312315,1
3,47.007847,62.598392,62.992126,13.062858,,,2.569773,1
9,47.007847,61.811012,67.322838,4.6153846,9.5,9.5,1.5293952,0
7,49.015743,64.173195,65.748032,2.8499999,10.5,9.5,1.0473189,1
,47.992119,67.3228,70.078743,5.7726316,,,1.7531281,0
5,50.984219,65.354324,65.748032,1.6666666,9.5,9.5,.51082557,1
3,45.984222,65.354324,69.685036,7.6500001,9.5,9.5,2.0347056,0
4,49.999981,67.716507,71.259842,5,9.5,9.5,1.6094379,0
6,49.015743,68.897636,69.291336,5,9.5,9.5,1.6094379,0
2,47.992119,67.716507,72.047241,4.0475674,9.5,9.5,1.398116,0
3,49.015743,64.960617,66.535431,6.7105265,15,8.5,1.9036775,1
,49.015743,58.661407,58.661419,2.8205128,10.5,9.5,1.0369188,1
4,47.007847,66.141708,68.897636,6.3249998,9.5,9.5,1.84451,0
8,47.992119,64.960617,68.110237,7.0833335,10.5,11.5,1.9577446,0
7,45.984222,60.629921,68.503937,5.1282053,9.5,9.5,1.6347557,0
4,49.015743,64.566902,64.960632,3.6486487,12.5,10.5,1.2943569,1
9,49.015743,70.078728,71.653542,8.9473686,9.5,9.5,2.1913595,0
3,47.007847,64.566902,65.354332,6.6666665,12.5,11.5,1.89712,1
4,44.015713,60.629921,61.023621,2.75,9.5,9.5,1.011601,1
5,49.015743,68.503929,68.503937,7.4324327,9.5,9.5,2.0058532,0
5,52.007839,65.354324,70.078743,56.581249,10.5,9.5,4.0356774,1
3,44.999985,59.055119,60.236221,9.189189,11.5,9.5,2.2180276,1
3,47.007847,67.3228,69.291336,9.0810814,11.5,10.5,2.2061932,0
3,44.015713,58.661407,64.173225,.40000001,,,-.9162907,0
4,47.007847,65.747993,67.716537,6.6666665,12.5,9.5,1.89712,0
5,47.992119,66.141708,72.047241,2.5799999,10.5,10.5,.94778937,0
5,45.984222,63.385815,67.322838,9.2307692,,,2.2225423,0
6,49.999981,71.259819,72.834648,3.7948718,9.5,9.5,1.3336506,0
6,47.007847,65.354324,69.685036,4.6702704,10.5,9.5,1.541217,0
7,48.031467,59.842499,66.141731,5.7142859,10.5,9.5,1.7429693,0
,45.984222,64.566902,66.929131,6.8000002,10.5,9.5,1.9169227,0
4,45.984222,62.20472,62.992126,3.5384614,9.5,9.5,1.263692,1
,44.999985,60.23621,64.566933,5.5555553,10.5,9.5,1.7147983,0
6,47.007847,65.747993,66.929131,3.7674417,9.5,10.5,1.3263962,0
4,49.015743,67.3228,68.897636,5.5263157,10.5,9.5,1.7095213,1
,47.007847,65.354324,65.748032,8.3999996,11.5,10.5,2.1282318,0
7,44.999985,61.417301,61.417324,6.3240004,9.5,9.5,1.844352,1
4,49.015743,67.716507,68.110237,4.1999998,9.5,11.5,1.4350845,0
4,47.992119,72.047241,74.409447,4,10.5,9.5,1.3862944,0
7,49.999981,64.960617,66.141731,4.1666665,19,19,1.4271163,1
5,49.015743,67.3228,70.866142,1.3,9.5,9.5,.26236424,0
5,49.015743,67.716507,72.440948,5.0749998,9.5,9.5,1.6243265,0
3,,,70.866142,9.6068001,,,2.2624712,0
6,45.984222,,65.354332,10.526316,,,2.3538783,0
3,47.992119,62.20472,62.992126,9.0171432,11.5,10.5,2.1991277,1
,,,67.716537,5,10.5,10.5,1.6094379,0
,,,64.960632,5.8974357,,,1.7745177,0
5,47.007847,61.811012,70.866142,4.5,10.5,9.5,1.5040774,0
4,50.984219,64.173195,64.960632,7.9555554,11.5,13.5,2.0738704,1
6,42.992088,63.779522,64.566933,9.166667,11.5,9.5,2.2155738,0
,45.984222,,67.716537,4.8000002,,,1.5686159,0
,44.015713,62.992104,65.748032,76.199997,10.5,9.5,4.3333616,0
7,45.984222,59.448792,63.779526,5.3023257,10.5,9.5,1.6681455,1
5,49.015743,67.716507,74.803146,3,9.5,9.5,1.0986123,0
,42.992088,62.598392,65.748032,5.1282053,9.5,10.5,1.6347557,0
